2024-05-04 23:09:05 CPU Usage: 15.6 | Memory Usage: 22.79 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.34, 2.00, 0.94 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.634/1.882/2.125/0.184 Avg:ms Max:
2024-05-04 23:34:12 CPU Usage: 53.1 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.61, 1.55, 1.30 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.525/1.692/1.903/0.124 Avg:ms Max:
2024-05-04 23:34:17 CPU Usage: 51.5 | Memory Usage: 31.37 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.48, 1.52, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.412/1.970/2.349/0.350 Avg:ms Max:
2024-05-04 23:34:23 CPU Usage: 48.4 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.45, 1.51, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.719/1.833/1.992/0.102 Avg:ms Max:
2024-05-04 23:34:28 CPU Usage: 43.8 | Memory Usage: 31.39 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.41, 1.50, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.611/1.820/2.092/0.155 Avg:ms Max:
2024-05-04 23:34:33 CPU Usage: 51.5 | Memory Usage: 31.38 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.38, 1.49, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.661/1.849/2.174/0.185 Avg:ms Max:
2024-05-04 23:34:38 CPU Usage: 52.8 | Memory Usage: 31.39 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.35, 1.49, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.611/1.781/1.909/0.101 Avg:ms Max:
2024-05-04 23:34:43 CPU Usage: 51.5 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.32, 1.48, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.560/2.605/5.439/1.438 Avg:ms Max:
2024-05-04 23:34:49 CPU Usage: 51.5 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.34, 1.48, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.869/1.948/1.996/0.046 Avg:ms Max:
2024-05-04 23:34:54 CPU Usage: 51.5 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.31, 1.47, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.753/2.017/2.323/0.231 Avg:ms Max:
2024-05-04 23:34:59 CPU Usage: 46.9 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.29, 1.46, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.652/1.927/2.376/0.321 Avg:ms Max:
2024-05-04 23:35:04 CPU Usage: 54.5 | Memory Usage: 31.39 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.35, 1.47, 1.28 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.567/1.913/2.075/0.185 Avg:ms Max:
2024-05-04 23:35:10 CPU Usage: 94.3 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.48, 1.50, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.770/1.929/2.170/0.142 Avg:ms Max:
2024-05-04 23:35:15 CPU Usage: 50 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.44, 1.49, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.722/1.889/2.076/0.126 Avg:ms Max:
2024-05-04 23:35:20 CPU Usage: 48.3 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.40, 1.48, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.845/1.907/1.979/0.046 Avg:ms Max:
2024-05-04 23:35:25 CPU Usage: 41.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.37, 1.47, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.526/1.883/2.112/0.220 Avg:ms Max:
2024-05-04 23:35:31 CPU Usage: 45.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.42, 1.48, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.484/1.785/2.081/0.236 Avg:ms Max:
2024-05-04 23:35:36 CPU Usage: 57.1 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.39, 1.47, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.727/1.889/2.011/0.100 Avg:ms Max:
2024-05-04 23:35:41 CPU Usage: 94.6 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.36, 1.46, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.688/1.842/1.936/0.090 Avg:ms Max:
2024-05-04 23:35:46 CPU Usage: 51.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.41, 1.47, 1.29 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.623/1.826/2.030/0.163 Avg:ms Max:
2024-05-04 23:35:52 CPU Usage: 90.6 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.86, 1.57, 1.32 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.562/1.706/2.016/0.160 Avg:ms Max:
2024-05-04 23:35:57 CPU Usage: 51.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.79, 1.56, 1.32 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.836/2.029/2.220/0.158 Avg:ms Max:
2024-05-04 23:36:02 CPU Usage: 93.8 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.72, 1.55, 1.32 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.638/2.024/2.211/0.203 Avg:ms Max:
2024-05-04 23:36:07 CPU Usage: 50 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.67, 1.54, 1.31 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.334/1.737/2.132/0.283 Avg:ms Max:
2024-05-04 23:36:13 CPU Usage: 54.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.61, 1.53, 1.31 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.873/1.943/2.085/0.075 Avg:ms Max:
2024-05-04 23:36:18 CPU Usage: 48.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.56, 1.52, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.602/1.926/2.237/0.246 Avg:ms Max:
2024-05-04 23:36:23 CPU Usage: 55.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.52, 1.51, 1.31 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.643/1.846/2.229/0.205 Avg:ms Max:
2024-05-04 23:36:28 CPU Usage: 69.7 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.56, 1.52, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.535/1.862/2.320/0.281 Avg:ms Max:
2024-05-04 23:36:34 CPU Usage: 47.1 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.51, 1.51, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.574/1.919/2.201/0.214 Avg:ms Max:
2024-05-04 23:36:39 CPU Usage: 43.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.43, 1.49, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.829/1.947/2.077/0.090 Avg:ms Max:
2024-05-04 23:36:44 CPU Usage: 53.1 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.40, 1.48, 1.30 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.662/1.892/2.161/0.166 Avg:ms Max:
2024-05-04 23:36:49 CPU Usage: 54.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.37, 1.48, 1.30 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.590/1.930/2.312/0.245 Avg:ms Max:
2024-05-04 23:36:54 CPU Usage: 46.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.50, 1.50, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.681/1.795/1.931/0.100 Avg:ms Max:
2024-05-04 23:37:00 CPU Usage: 58.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.62, 1.53, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.697/1.927/2.266/0.186 Avg:ms Max:
2024-05-04 23:37:05 CPU Usage: 55.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.57, 1.52, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.831/1.983/0.132 Avg:ms Max:
2024-05-04 23:37:10 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.52, 1.51, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.544/1.757/2.102/0.189 Avg:ms Max:
2024-05-04 23:37:15 CPU Usage: 45.2 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.48, 1.50, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.521/1.885/2.379/0.315 Avg:ms Max:
2024-05-04 23:37:21 CPU Usage: 45.2 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.44, 1.49, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.605/1.827/1.966/0.125 Avg:ms Max:
2024-05-04 23:37:26 CPU Usage: 52.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.41, 1.48, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.692/1.863/2.016/0.141 Avg:ms Max:
2024-05-04 23:37:31 CPU Usage: 53.1 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.45, 1.49, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.747/1.905/2.115/0.144 Avg:ms Max:
2024-05-04 23:37:36 CPU Usage: 53.1 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.42, 1.48, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.721/1.840/1.939/0.084 Avg:ms Max:
2024-05-04 23:37:42 CPU Usage: 43.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.38, 1.47, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.622/1.865/2.065/0.144 Avg:ms Max:
2024-05-04 23:37:47 CPU Usage: 51.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.35, 1.47, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.641/1.861/2.048/0.178 Avg:ms Max:
2024-05-04 23:37:52 CPU Usage: 56.2 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.32, 1.46, 1.31 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.581/1.974/2.181/0.216 Avg:ms Max:
2024-05-04 23:37:57 CPU Usage: 55.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.62, 1.52, 1.33 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.436/1.803/2.091/0.241 Avg:ms Max:
2024-05-04 23:38:02 CPU Usage: 51.6 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.57, 1.51, 1.33 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.686/1.887/2.134/0.173 Avg:ms Max:
2024-05-04 23:38:08 CPU Usage: 59.4 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.52, 1.50, 1.32 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.675/1.928/2.113/0.154 Avg:ms Max:
2024-05-04 23:38:13 CPU Usage: 78.8 | Memory Usage: 31.45 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.48, 1.49, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.783/1.911/0.114 Avg:ms Max:
2024-05-04 23:38:18 CPU Usage: 77.1 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.44, 1.48, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.635/1.808/2.032/0.128 Avg:ms Max:
2024-05-04 23:38:23 CPU Usage: 58.3 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.41, 1.47, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.626/1.762/1.909/0.092 Avg:ms Max:
2024-05-04 23:38:29 CPU Usage: 45.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.37, 1.47, 1.32 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.627/1.723/1.940/0.112 Avg:ms Max:
2024-05-04 23:38:34 CPU Usage: 86.1 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  2.02, 1.60, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.500/1.775/2.042/0.179 Avg:ms Max:
2024-05-04 23:38:39 CPU Usage: 51.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  2.18, 1.64, 1.38 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.572/1.716/1.855/0.109 Avg:ms Max:
2024-05-04 23:38:44 CPU Usage: 79.4 | Memory Usage: 31.40 | I/O Usage (read write): 3.30 9.04 | Load Average:  2.16, 1.65, 1.38 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.614/1.817/2.256/0.226 Avg:ms Max:
2024-05-04 23:38:50 CPU Usage: 50 | Memory Usage: 31.41 | I/O Usage (read write): 3.30 9.04 | Load Average:  2.07, 1.64, 1.38 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.586/1.841/2.044/0.171 Avg:ms Max:
2024-05-04 23:38:55 CPU Usage: 91.2 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.98, 1.63, 1.37 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.607/1.685/1.771/0.068 Avg:ms Max:
2024-05-04 23:39:00 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.90, 1.61, 1.37 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.503/1.725/2.033/0.197 Avg:ms Max:
2024-05-04 23:39:05 CPU Usage: 77.4 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.83, 1.60, 1.37 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.804/1.969/2.232/0.147 Avg:ms Max:
2024-05-04 23:39:11 CPU Usage: 50 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.68, 1.58, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.699/1.786/1.864/0.067 Avg:ms Max:
2024-05-04 23:39:16 CPU Usage: 54.3 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.63, 1.57, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.477/1.702/1.848/0.135 Avg:ms Max:
2024-05-04 23:39:21 CPU Usage: 58.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.58, 1.56, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.764/1.828/1.879/0.044 Avg:ms Max:
2024-05-04 23:39:26 CPU Usage: 54.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.53, 1.55, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.667/1.826/2.028/0.130 Avg:ms Max:
2024-05-04 23:39:31 CPU Usage: 52.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.49, 1.54, 1.35 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.367/1.831/2.068/0.254 Avg:ms Max:
2024-05-04 23:39:37 CPU Usage: 97.3 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.45, 1.53, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.720/2.006/2.259/0.177 Avg:ms Max:
2024-05-04 23:39:42 CPU Usage: 54.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.41, 1.52, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.705/1.881/1.985/0.097 Avg:ms Max:
2024-05-04 23:39:47 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.38, 1.51, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.612/1.904/2.339/0.259 Avg:ms Max:
2024-05-04 23:39:52 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.43, 1.52, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.521/1.824/2.083/0.221 Avg:ms Max:
2024-05-04 23:39:58 CPU Usage: 58.3 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.48, 1.53, 1.36 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.604/1.905/2.182/0.217 Avg:ms Max:
2024-05-04 23:40:03 CPU Usage: 55.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.44, 1.52, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.551/1.828/2.195/0.241 Avg:ms Max:
2024-05-04 23:40:08 CPU Usage: 50 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.40, 1.51, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.563/1.832/2.125/0.202 Avg:ms Max:
2024-05-04 23:40:13 CPU Usage: 45.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.37, 1.50, 1.35 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.577/1.821/2.109/0.210 Avg:ms Max:
2024-05-04 23:40:19 CPU Usage: 54.8 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.34, 1.49, 1.35 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.527/1.803/2.346/0.288 Avg:ms Max:
2024-05-04 23:40:24 CPU Usage: 51.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.21, 1.46, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.528/1.745/2.009/0.189 Avg:ms Max:
2024-05-04 23:40:29 CPU Usage: 51.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.19, 1.45, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.715/1.909/2.151/0.159 Avg:ms Max:
2024-05-04 23:40:34 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.17, 1.44, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.565/1.782/2.042/0.169 Avg:ms Max:
2024-05-04 23:40:40 CPU Usage: 60.6 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.08, 1.42, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.667/1.933/2.121/0.165 Avg:ms Max:
2024-05-04 23:40:45 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.07, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.804/1.945/2.070/0.107 Avg:ms Max:
2024-05-04 23:40:50 CPU Usage: 48.4 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.15, 1.42, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.657/1.873/2.104/0.141 Avg:ms Max:
2024-05-04 23:40:55 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.14, 1.42, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.483/1.841/2.143/0.215 Avg:ms Max:
2024-05-04 23:41:01 CPU Usage: 54.3 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.12, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.673/1.877/2.269/0.212 Avg:ms Max:
2024-05-04 23:41:06 CPU Usage: 48.4 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.27, 1.43, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.629/1.877/2.024/0.144 Avg:ms Max:
2024-05-04 23:41:11 CPU Usage: 51.6 | Memory Usage: 31.40 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.17, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.620/1.809/1.973/0.124 Avg:ms Max:
2024-05-04 23:41:16 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.32, 1.44, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.495/1.782/2.073/0.211 Avg:ms Max:
2024-05-04 23:41:21 CPU Usage: 52.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.29, 1.43, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.656/1.933/2.199/0.222 Avg:ms Max:
2024-05-04 23:41:27 CPU Usage: 54.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.19, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.711/1.844/0.079 Avg:ms Max:
2024-05-04 23:41:32 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.17, 1.40, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.463/1.685/1.924/0.147 Avg:ms Max:
2024-05-04 23:41:37 CPU Usage: 55.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.24, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.757/2.015/2.217/0.175 Avg:ms Max:
2024-05-04 23:41:42 CPU Usage: 54.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.22, 1.40, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.558/1.766/2.230/0.239 Avg:ms Max:
2024-05-04 23:41:48 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.28, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.912/2.094/2.222/0.131 Avg:ms Max:
2024-05-04 23:41:53 CPU Usage: 52.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.26, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.753/1.883/1.965/0.092 Avg:ms Max:
2024-05-04 23:41:58 CPU Usage: 57.1 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.24, 1.40, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.735/1.989/2.227/0.156 Avg:ms Max:
2024-05-04 23:42:03 CPU Usage: 54.3 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.30, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.453/1.689/1.988/0.195 Avg:ms Max:
2024-05-04 23:42:09 CPU Usage: 93.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.28, 1.40, 1.33 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.333/1.686/1.860/0.185 Avg:ms Max:
2024-05-04 23:42:14 CPU Usage: 46.9 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.33, 1.41, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.671/1.912/2.354/0.247 Avg:ms Max:
2024-05-04 23:42:19 CPU Usage: 86.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.68, 1.48, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.917/1.998/2.196/0.106 Avg:ms Max:
2024-05-04 23:42:24 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.55, 1.46, 1.35 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.722/1.869/1.964/0.097 Avg:ms Max:
2024-05-04 23:42:30 CPU Usage: 63.6 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.50, 1.45, 1.35 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.536/1.770/2.009/0.189 Avg:ms Max:
