2024-05-04 18:53:03 CPU Usage: 18.2% | Memory Usage: 22.88% | I/O Usage (read write): 3.29 9.05 | Load Average:  6.07, 2.95, 1.28 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.768/1.972/2.119/0.131 Avg:ms Max:
2024-05-04 19:18:07 CPU Usage: 91.2% | Memory Usage: 31.19% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.36, 0.97, 0.81 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.545/1.804/2.029/0.187 Avg:ms Max:
2024-05-04 19:18:12 CPU Usage: 46.9% | Memory Usage: 31.18% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.73, 1.05, 0.84 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.510/1.715/2.094/0.230 Avg:ms Max:
2024-05-04 19:18:17 CPU Usage: 72.7% | Memory Usage: 31.21% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.67, 1.05, 0.84 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.847/1.949/2.013/0.055 Avg:ms Max:
2024-05-04 19:18:23 CPU Usage: 42.4% | Memory Usage: 31.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.54, 1.04, 0.83 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.575/1.805/2.020/0.151 Avg:ms Max:
2024-05-04 19:18:28 CPU Usage: 47.4% | Memory Usage: 31.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.41, 1.02, 0.83 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.518/1.811/2.039/0.202 Avg:ms Max:
2024-05-04 19:18:33 CPU Usage: 42.9% | Memory Usage: 31.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.30, 1.00, 0.82 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.484/1.809/2.044/0.183 Avg:ms Max:
2024-05-04 19:18:38 CPU Usage: 41.9% | Memory Usage: 31.75% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 0.98, 0.82 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.528/1.898/2.146/0.231 Avg:ms Max:
2024-05-04 19:18:44 CPU Usage: 43.8% | Memory Usage: 31.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.10, 0.97, 0.81 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.352/1.666/2.005/0.217 Avg:ms Max:
2024-05-04 19:18:49 CPU Usage: 46.9% | Memory Usage: 31.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.09, 0.97, 0.81 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.557/1.940/2.193/0.209 Avg:ms Max:
2024-05-04 19:18:54 CPU Usage: 53.1% | Memory Usage: 31.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.08, 0.97, 0.82 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.704/1.981/2.301/0.220 Avg:ms Max:
2024-05-04 19:18:59 CPU Usage: 46.9% | Memory Usage: 31.99% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.56, 1.07, 0.85 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.627/1.850/2.084/0.173 Avg:ms Max:
2024-05-04 19:19:04 CPU Usage: 60.6% | Memory Usage: 32.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.08, 0.86 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.615/1.804/2.025/0.171 Avg:ms Max:
2024-05-04 19:19:10 CPU Usage: 73.3% | Memory Usage: 32.33% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.46, 1.07, 0.85 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.574/1.927/2.235/0.250 Avg:ms Max:
2024-05-04 19:19:15 CPU Usage: 52.9% | Memory Usage: 32.29% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.51, 1.08, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.676/1.928/2.076/0.136 Avg:ms Max:
2024-05-04 19:19:20 CPU Usage: 45.2% | Memory Usage: 32.25% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.47, 1.08, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.514/1.679/1.849/0.117 Avg:ms Max:
2024-05-04 19:19:25 CPU Usage: 50% | Memory Usage: 32.22% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.43, 1.08, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.733/1.833/1.972/0.098 Avg:ms Max:
2024-05-04 19:19:31 CPU Usage: 44.1% | Memory Usage: 32.20% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.31, 1.06, 0.85 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.780/1.895/2.093/0.114 Avg:ms Max:
2024-05-04 19:19:36 CPU Usage: 43.8% | Memory Usage: 32.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.06, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.945/2.135/2.231/0.106 Avg:ms Max:
2024-05-04 19:19:41 CPU Usage: 54.5% | Memory Usage: 33.39% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.04, 0.85 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.609/1.678/1.751/0.046 Avg:ms Max:
2024-05-04 19:19:46 CPU Usage: 46.9% | Memory Usage: 33.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.24, 1.06, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.634/1.863/2.109/0.198 Avg:ms Max:
2024-05-04 19:19:52 CPU Usage: 52.9% | Memory Usage: 33.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.22, 1.06, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.636/1.779/1.994/0.128 Avg:ms Max:
2024-05-04 19:19:57 CPU Usage: 46.9% | Memory Usage: 33.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.20, 1.06, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.519/1.824/2.114/0.232 Avg:ms Max:
2024-05-04 19:20:02 CPU Usage: 48.4% | Memory Usage: 33.54% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.09, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.671/1.939/2.129/0.149 Avg:ms Max:
2024-05-04 19:20:07 CPU Usage: 40.6% | Memory Usage: 33.50% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.24, 1.07, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.770/2.098/2.470/0.247 Avg:ms Max:
2024-05-04 19:20:12 CPU Usage: 51.5% | Memory Usage: 33.48% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.14, 1.05, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.472/1.706/2.004/0.172 Avg:ms Max:
2024-05-04 19:20:18 CPU Usage: 50% | Memory Usage: 33.48% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.07, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.655/1.997/2.278/0.206 Avg:ms Max:
2024-05-04 19:20:23 CPU Usage: 50% | Memory Usage: 33.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.07, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.863/1.934/2.052/0.065 Avg:ms Max:
2024-05-04 19:20:28 CPU Usage: 46.9% | Memory Usage: 33.98% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.09, 1.05, 0.86 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.616/1.722/2.004/0.142 Avg:ms Max:
2024-05-04 19:20:33 CPU Usage: 52.9% | Memory Usage: 33.98% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.09, 1.05, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.476/1.859/2.069/0.215 Avg:ms Max:
2024-05-04 19:20:39 CPU Usage: 45.2% | Memory Usage: 33.96% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.24, 1.08, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.575/1.832/2.003/0.151 Avg:ms Max:
2024-05-04 19:20:44 CPU Usage: 40.6% | Memory Usage: 33.95% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.22, 1.08, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.629/1.758/2.016/0.138 Avg:ms Max:
2024-05-04 19:20:49 CPU Usage: 67.6% | Memory Usage: 33.93% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.20, 1.08, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.877/2.037/2.214/0.119 Avg:ms Max:
2024-05-04 19:20:54 CPU Usage: 51.5% | Memory Usage: 33.90% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.11, 1.06, 0.87 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.559/1.849/2.033/0.161 Avg:ms Max:
2024-05-04 19:21:00 CPU Usage: 86.1% | Memory Usage: 33.88% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.10, 1.06, 0.87 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.712/1.823/1.955/0.087 Avg:ms Max:
2024-05-04 19:21:05 CPU Usage: 50% | Memory Usage: 33.87% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.25, 1.09, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.472/1.641/1.814/0.126 Avg:ms Max:
2024-05-04 19:21:10 CPU Usage: 84.8% | Memory Usage: 33.84% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.09, 0.89 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.442/2.565/6.146/1.795 Avg:ms Max:
2024-05-04 19:21:15 CPU Usage: 51.5% | Memory Usage: 33.84% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.13, 1.07, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.715/1.873/2.282/0.216 Avg:ms Max:
2024-05-04 19:21:21 CPU Usage: 45.2% | Memory Usage: 33.79% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.04, 1.05, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.609/1.756/1.861/0.087 Avg:ms Max:
2024-05-04 19:21:26 CPU Usage: 44.1% | Memory Usage: 33.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.12, 1.07, 0.88 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.771/1.980/2.198/0.143 Avg:ms Max:
2024-05-04 19:21:31 CPU Usage: 43.8% | Memory Usage: 33.75% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.08, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.637/1.916/2.250/0.230 Avg:ms Max:
2024-05-04 19:21:36 CPU Usage: 50% | Memory Usage: 34.15% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.09, 1.07, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.301/1.669/2.045/0.270 Avg:ms Max:
2024-05-04 19:21:41 CPU Usage: 50% | Memory Usage: 34.15% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.08, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.691/1.842/1.993/0.102 Avg:ms Max:
2024-05-04 19:21:47 CPU Usage: 53.1% | Memory Usage: 34.13% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.15, 1.08, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.680/1.962/2.188/0.188 Avg:ms Max:
2024-05-04 19:21:52 CPU Usage: 43.8% | Memory Usage: 34.07% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.13, 1.08, 0.89 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.823/1.940/2.118/0.100 Avg:ms Max:
2024-05-04 19:21:57 CPU Usage: 51.4% | Memory Usage: 34.04% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.12, 1.08, 0.90 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.785/1.933/2.045/0.100 Avg:ms Max:
2024-05-04 19:22:02 CPU Usage: 45.2% | Memory Usage: 33.99% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.11, 1.07, 0.90 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.451/1.834/2.166/0.238 Avg:ms Max:
2024-05-04 19:22:08 CPU Usage: 57.1% | Memory Usage: 33.97% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.18, 1.09, 0.90 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.544/1.712/1.923/0.126 Avg:ms Max:
2024-05-04 19:22:13 CPU Usage: 51.5% | Memory Usage: 34.20% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.17, 1.09, 0.90 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.689/1.810/1.960/0.098 Avg:ms Max:
2024-05-04 19:22:18 CPU Usage: 51.5% | Memory Usage: 34.19% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.09, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.573/1.866/2.036/0.158 Avg:ms Max:
2024-05-04 19:22:23 CPU Usage: 87.9% | Memory Usage: 34.17% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.14, 1.08, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.562/1.835/2.078/0.180 Avg:ms Max:
2024-05-04 19:22:29 CPU Usage: 52.9% | Memory Usage: 34.14% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.05, 1.07, 0.90 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.656/1.759/1.879/0.093 Avg:ms Max:
2024-05-04 19:22:34 CPU Usage: 51.6% | Memory Usage: 34.11% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.10, 0.91 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.591/1.835/2.232/0.226 Avg:ms Max:
2024-05-04 19:22:39 CPU Usage: 73.3% | Memory Usage: 34.10% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.19, 1.10, 0.91 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.378/1.816/2.179/0.266 Avg:ms Max:
2024-05-04 19:22:44 CPU Usage: 84.4% | Memory Usage: 34.07% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.17, 1.09, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.591/1.795/2.037/0.152 Avg:ms Max:
2024-05-04 19:22:50 CPU Usage: 69.7% | Memory Usage: 34.06% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.09, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.460/1.686/1.869/0.161 Avg:ms Max:
2024-05-04 19:22:55 CPU Usage: 50% | Memory Usage: 34.11% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.07, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.574/1.674/1.769/0.071 Avg:ms Max:
2024-05-04 19:23:00 CPU Usage: 41.4% | Memory Usage: 34.29% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.06, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.633/1.839/2.106/0.189 Avg:ms Max:
2024-05-04 19:23:05 CPU Usage: 48.5% | Memory Usage: 34.27% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.06, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.661/1.842/2.043/0.126 Avg:ms Max:
2024-05-04 19:23:10 CPU Usage: 48.5% | Memory Usage: 34.30% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.05, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.422/1.709/1.895/0.175 Avg:ms Max:
2024-05-04 19:23:16 CPU Usage: 50% | Memory Usage: 34.35% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.05, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.672/1.802/1.981/0.110 Avg:ms Max:
2024-05-04 19:23:21 CPU Usage: 48.5% | Memory Usage: 34.34% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.04, 1.07, 0.91 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.658/1.727/1.773/0.041 Avg:ms Max:
2024-05-04 19:23:26 CPU Usage: 46.9% | Memory Usage: 34.37% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.12, 1.08, 0.92 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.611/1.966/2.251/0.232 Avg:ms Max:
2024-05-04 19:23:31 CPU Usage: 43.8% | Memory Usage: 34.37% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.11, 1.08, 0.92 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.673/1.912/2.196/0.223 Avg:ms Max:
2024-05-04 19:23:37 CPU Usage: 50% | Memory Usage: 34.37% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.09, 1.08, 0.92 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.443/1.669/1.843/0.130 Avg:ms Max:
2024-05-04 19:23:42 CPU Usage: 47.1% | Memory Usage: 34.36% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.09, 0.92 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.576/1.756/1.939/0.131 Avg:ms Max:
2024-05-04 19:23:47 CPU Usage: 50% | Memory Usage: 34.35% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.07, 1.08, 0.92 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.616/1.901/2.250/0.241 Avg:ms Max:
2024-05-04 19:23:52 CPU Usage: 85.3% | Memory Usage: 34.35% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.22, 1.11, 0.93 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.603/1.835/2.164/0.183 Avg:ms Max:
2024-05-04 19:23:58 CPU Usage: 52.9% | Memory Usage: 34.37% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.28, 1.12, 0.94 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.947/2.049/2.196/0.087 Avg:ms Max:
2024-05-04 19:24:03 CPU Usage: 97.2% | Memory Usage: 34.46% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.26, 1.12, 0.94 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.638/1.818/2.282/0.236 Avg:ms Max:
2024-05-04 19:24:08 CPU Usage: 61.8% | Memory Usage: 34.44% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.40, 1.15, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.566/1.850/2.073/0.222 Avg:ms Max:
2024-05-04 19:24:13 CPU Usage: 86.5% | Memory Usage: 34.49% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.13, 0.94 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.672/1.869/2.220/0.203 Avg:ms Max:
2024-05-04 19:24:19 CPU Usage: 46.9% | Memory Usage: 34.50% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.15, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.602/1.890/2.068/0.169 Avg:ms Max:
2024-05-04 19:24:24 CPU Usage: 46.9% | Memory Usage: 34.52% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.14, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.596/1.813/2.047/0.143 Avg:ms Max:
2024-05-04 19:24:29 CPU Usage: 51.5% | Memory Usage: 34.53% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.14, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.724/1.953/2.399/0.238 Avg:ms Max:
2024-05-04 19:24:34 CPU Usage: 54.5% | Memory Usage: 34.53% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.14, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.540/1.760/2.033/0.164 Avg:ms Max:
2024-05-04 19:24:40 CPU Usage: 54.5% | Memory Usage: 34.52% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.25, 1.14, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.421/1.747/1.957/0.187 Avg:ms Max:
2024-05-04 19:24:45 CPU Usage: 53.1% | Memory Usage: 34.53% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.13, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.652/1.820/2.028/0.151 Avg:ms Max:
2024-05-04 19:24:50 CPU Usage: 51.5% | Memory Usage: 34.54% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.13, 0.95 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.623/1.763/1.933/0.107 Avg:ms Max:
2024-05-04 19:24:55 CPU Usage: 45.2% | Memory Usage: 34.54% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.15, 0.96 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.579/1.902/2.245/0.243 Avg:ms Max:
2024-05-04 19:25:00 CPU Usage: 100% | Memory Usage: 34.54% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.19, 0.97 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.836/2.005/2.338/0.173 Avg:ms Max:
2024-05-04 19:25:06 CPU Usage: 53.1% | Memory Usage: 34.54% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.61, 1.22, 0.98 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.381/1.630/2.015/0.214 Avg:ms Max:
2024-05-04 19:25:11 CPU Usage: 52.9% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.24, 0.99 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.701/1.845/1.952/0.087 Avg:ms Max:
2024-05-04 19:25:16 CPU Usage: 51.5% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.23, 0.99 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.540/1.873/2.215/0.234 Avg:ms Max:
2024-05-04 19:25:21 CPU Usage: 67.6% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.58, 1.45, 1.06 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.548/1.876/2.004/0.165 Avg:ms Max:
2024-05-04 19:25:27 CPU Usage: 58.3% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.41, 1.45, 1.07 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.776/1.929/2.092/0.124 Avg:ms Max:
2024-05-04 19:25:32 CPU Usage: 75% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.46, 1.47, 1.08 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.609/1.795/2.045/0.152 Avg:ms Max:
2024-05-04 19:25:37 CPU Usage: 41.9% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.67, 1.53, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.791/1.942/2.131/0.119 Avg:ms Max:
2024-05-04 19:25:42 CPU Usage: 58.8% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.53, 1.52, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.682/2.027/2.151/0.174 Avg:ms Max:
2024-05-04 19:25:48 CPU Usage: 50% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.33, 1.50, 1.09 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.684/1.800/1.959/0.108 Avg:ms Max:
2024-05-04 19:25:53 CPU Usage: 45.2% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.14, 1.47, 1.08 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.606/1.873/2.069/0.166 Avg:ms Max:
2024-05-04 19:25:58 CPU Usage: 55.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.21, 1.50, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.650/1.800/1.951/0.101 Avg:ms Max:
2024-05-04 19:26:03 CPU Usage: 46.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.19, 1.51, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.657/1.809/2.068/0.145 Avg:ms Max:
2024-05-04 19:26:09 CPU Usage: 52.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.10, 1.50, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.539/1.813/2.034/0.159 Avg:ms Max:
2024-05-04 19:26:14 CPU Usage: 51.5% | Memory Usage: 34.56% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.01, 1.49, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.558/1.767/2.074/0.182 Avg:ms Max:
2024-05-04 19:26:19 CPU Usage: 51.6% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.93, 1.48, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.720/2.012/2.228/0.170 Avg:ms Max:
2024-05-04 19:26:24 CPU Usage: 46.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.01, 1.51, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.403/1.844/2.243/0.303 Avg:ms Max:
